Company,Industry,Symbol,Range,Camarilla H4,Camarilla L4,Day High,Day Low,Day Close,Central Pivot,BC,TC
Linde India Ltd.,CHEMICALS,LINDEINDIA,28,1609.5500244140626,1578.7500244140624,1614,1586,1594.1500244140625,1598.0500081380208,1600,1596.1000162760415
Lupin Ltd.,PHARMA,LUPIN,26.5999755859375,1164.5799377441406,1135.3199645996094,1160.5999755859375,1134,1149.949951171875,1148.1833089192708,1147.2999877929688,1149.0666300455728
Lux Industries Ltd.,TEXTILES,LUXIND,115,3668.25,3541.75,3665,3550,3605,3606.6666666666665,3607.5,3605.833333333333
MAS Financial Services Ltd.,FINANCIAL SERVICES,MASFIN,16.75,878.3625244140625,859.9375244140625,876.75,860,869.1500244140625,868.6333414713541,868.375,868.8916829427083
MMTC Ltd.,SERVICES,MMTC,1.1999969482421875,56.20999755859375,54.890000915527345,56.599998474121094,55.400001525878906,55.54999923706055,55.84999974568685,56,55.6999994913737
MOIL Ltd.,METALS,MOIL,6.5500030517578125,196.802498626709,189.59749526977538,199,192.4499969482422,193.1999969482422,194.88333129882812,195.7249984741211,194.04166412353516
MRF Ltd.,AUTOMOBILE,MRF,872.6953125,80994.185546875,80034.220703125,81248.796875,80376.1015625,80514.203125,80713.03385416667,80812.44921875,80613.61848958334
Mahanagar Gas Ltd.,OIL & GAS,MGL,12.449951171875,1134.3474731445312,1120.6525268554688,1137.449951171875,1125,1127.5,1129.9833170572917,1131.2249755859375,1128.741658528646
Maharashtra Scooters Ltd.,FINANCIAL SERVICES,MAHSCOOTER,48.75,3787.3125,3733.6875,3787,3738.25,3760.5,3761.9166666666665,3762.625,3761.208333333333
Maharashtra Seamless Ltd.,METALS,MAHSEAMLES,12.25,325.7375,312.2625,324.29998779296875,312.04998779296875,319,318.4499918619792,318.17498779296875,318.7249959309896
Mahindra & Mahindra Financial Services Ltd.,FINANCIAL SERVICES,M&MFIN,3.649993896484375,161.2074935913086,157.19250030517577,160.25,156.60000610351562,159.1999969482422,158.68333435058594,158.4250030517578,158.94166564941406
Mahindra & Mahindra Ltd.,AUTOMOBILE,M&M,11.8499755859375,800.1675109863281,787.1325378417969,801.8499755859375,790,793.6500244140625,795.1666666666666,795.9249877929688,794.4083455403645
Mahindra CIE Automotive Ltd.,INDUSTRIAL MANUFACTURING,MAHINDCIE,4.25,227.38750305175782,222.7125030517578,226.9499969482422,222.6999969482422,225.0500030517578,224.8999989827474,224.8249969482422,224.97500101725262
Mahindra Holidays & Resorts India Ltd.,CONSUMER SERVICES,MHRIL,4.899993896484375,255.49499969482423,250.1050064086914,255.4499969482422,250.5500030517578,252.8000030517578,252.93333435058594,253,252.86666870117188
Mahindra Logistics Ltd.,SERVICES,MAHLOG,11.050048828125,578.0775268554687,565.9224731445313,579.9000244140625,568.8499755859375,572,573.5833333333334,574.375,572.7916666666667
Manappuram Finance Ltd.,FINANCIAL SERVICES,MANAPPURAM,4.1999969482421875,166.30999832153321,161.69000167846679,164.75,160.5500030517578,164,163.1000010172526,162.6500015258789,163.55000050862628
Mangalore Refinery & Petrochemicals Ltd.,OIL & GAS,MRPL,1.3499984741210938,52.34249763488769,50.857499313354495,52.54999923706055,51.20000076293945,51.599998474121094,51.78333282470703,51.875,51.69166564941406
Marico Ltd.,CONSUMER GOODS,MARICO,5.649993896484375,514.3574966430664,508.1425033569336,516,510.3500061035156,511.25,512.5333353678385,513.1750030517578,511.8916676839192
Maruti Suzuki India Ltd.,AUTOMOBILE,MARUTI,125,7690.7998046875,7553.2998046875,7665,7540,7622.0498046875,7609.0166015625,7602.5,7615.533203125
Max Financial Services Ltd.,FINANCIAL SERVICES,MFSL,63.300048828125,1119.3650756835937,1049.7350219726563,1090,1026.699951171875,1084.550048828125,1067.0833333333333,1058.3499755859375,1075.816691080729
Max Healthcare Institute Ltd.,HEALTHCARE SERVICES,MAXHEALTH,7,260.20000610351565,252.50000610351563,261,254,256.3500061035156,257.1166687011719,257.5,256.73333740234375
Mazagoan Dock Shipbuilders Ltd.,INDUSTRIAL MANUFACTURING,MAZDOCK,6.2499847412109375,257.437491607666,250.562508392334,258.29998779296875,252.0500030517578,254,254.78333028157553,255.17499542236328,254.39166514078778
Metropolis Healthcare Ltd.,HEALTHCARE SERVICES,METROPOLIS,156.949951171875,3040.372521972656,2867.727575683594,3002.75,2845.800048828125,2954.050048828125,2934.2000325520835,2924.2750244140625,2944.1250406901045
MindTree Ltd.,IT,MINDTREE,53.75,2582.41259765625,2523.28759765625,2570.050048828125,2516.300048828125,2552.85009765625,2546.4000651041665,2543.175048828125,2549.625081380208
Minda Corporation Ltd.,AUTOMOBILE,MINDACORP,3.899993896484375,131.3949966430664,127.1050033569336,132.89999389648438,129,129.25,130.38333129882812,130.9499969482422,129.81666564941406
Minda Industries Ltd.,AUTOMOBILE,MINDAIND,15.60003662109375,675.6300079345704,658.4699676513671,677.6500244140625,662.0499877929688,667.0499877929688,668.9166666666666,669.8500061035156,667.9833272298176
Mishra Dhatu Nigam Ltd.,METALS,MIDHANI,11.149993896484375,214.43249969482423,202.1675064086914,218.14999389648438,207,208.3000030517578,211.1499989827474,212.5749969482422,209.72500101725262
Motherson Sumi Systems Ltd.,AUTOMOBILE,MOTHERSUMI,5.100006103515625,239.6550094604492,234.04500274658204,240.8000030517578,235.6999969482422,236.85000610351562,237.78333536783853,238.25,237.31667073567706
Motilal Oswal Financial Services Ltd.,FINANCIAL SERVICES,MOTILALOFS,22,787.6499877929688,763.4499877929687,795,773,775.5499877929688,781.1833292643229,784,778.3666585286458
MphasiS Ltd.,IT,MPHASIS,42.89990234375,2090.7448486328126,2043.5549560546874,2086.89990234375,2044,2067.14990234375,2066.0166015625,2065.449951171875,2066.583251953125
Multi Commodity Exchange of India Ltd.,FINANCIAL SERVICES,MCX,28,1535.2499755859376,1504.4499755859374,1526,1498,1519.8499755859375,1514.6166585286458,1512,1517.2333170572915
Muthoot Finance Ltd.,FINANCIAL SERVICES,MUTHOOTFIN,24.5,1498.475,1471.525,1489.5,1465,1485,1479.8333333333333,1477.25,1482.4166666666665
NATCO Pharma Ltd.,PHARMA,NATCOPHARM,20.5999755859375,1106.8299865722656,1084.1700134277344,1106.5999755859375,1086,1095.5,1096.0333251953125,1096.2999877929688,1095.7666625976562
NBCC (India) Ltd.,CONSTRUCTION,NBCC,1.2000007629394531,55.9100004196167,54.5899995803833,55.70000076293945,54.5,55.25,55.15000025431315,55.10000038146973,55.20000012715657
NCC Ltd.,CONSTRUCTION,NCC,1.8000030517578125,84.1400032043457,82.15999984741211,84.55000305175781,82.75,83.1500015258789,83.48333485921223,83.6500015258789,83.31666819254556
NESCO Ltd.,SERVICES,NESCO,27,616.35,586.65,625.0499877929688,598.0499877929688,601.5,608.1999918619791,611.5499877929688,604.8499959309895
NHPC Ltd.,POWER,NHPC,0.6499996185302734,26.957500171661376,26.242500591278077,26.899999618530273,26.25,26.600000381469727,26.583333333333332,26.574999809265137,26.591666857401528
NLC India Ltd.,POWER,NLCINDIA,3.049999237060547,64.5775011062622,61.22250194549561,64.0999984741211,61.04999923706055,62.900001525878906,62.68333307902018,62.57499885559082,62.79166730244954
NMDC Ltd.,METALS,NMDC,3.649993896484375,179.50749664306642,175.49250335693358,180.1999969482422,176.5500030517578,177.5,178.08333333333334,178.375,177.79166666666669
NOCIL Ltd.,CHEMICALS,NOCIL,6.5,221.325,214.175,221,214.5,217.75,217.75,217.75,217.75
NTPC Ltd.,POWER,NTPC,3.2000045776367188,117.8600009918213,114.33999595642089,118.9000015258789,115.69999694824219,116.0999984741211,116.89999898274739,117.29999923706055,116.49999872843424
Narayana Hrudayalaya Ltd.,HEALTHCARE SERVICES,NH,9.95001220703125,481.6725189208984,470.7275054931641,485,475.04998779296875,476.20001220703125,478.75,480.0249938964844,477.4750061035156
National Aluminium Co. Ltd.,METALS,NATIONALUM,5,76.75,71.25,74.05000305175781,69.05000305175781,74,72.36666870117188,71.55000305175781,73.18333435058594
National Fertilizers Ltd.,FERTILISERS & PESTICIDES,NFL,1.5500030517578125,66.05249862670898,64.3474952697754,66.4000015258789,64.8499984741211,65.19999694824219,65.48333231608073,65.625,65.34166463216147
Navin Fluorine International Ltd.,CHEMICALS,NAVINFLUOR,260.949951171875,3791.4223754882814,3504.3774291992186,3679,3418.050048828125,3647.89990234375,3581.6499837239585,3548.5250244140625,3614.7749430338545
Nestle India Ltd.,CONSUMER GOODS,NESTLEIND,214.19921875,17624.5087890625,17388.8896484375,17649.5,17435.30078125,17506.69921875,17530.5,17542.400390625,17518.599609375
Network18 Media & Investments Ltd.,MEDIA ENTERTAINMENT & PUBLICATION,NETWORK18,2.450000762939453,51.047501182556154,48.35250034332275,51.79999923706055,49.349998474121094,49.70000076293945,50.28333282470703,50.57499885559082,49.99166679382324
Nilkamal Ltd.,INDUSTRIAL MANUFACTURING,NILKAMAL,37.050048828125,2195.2276245117187,2154.4725708007813,2206.10009765625,2169.050048828125,2174.85009765625,2183.3334147135415,2187.5750732421875,2179.0917561848955
Nippon Life India Asset Management Ltd.,FINANCIAL SERVICES,NAM-INDIA,9.449981689453125,367.39750213623046,357.00252227783204,365.3999938964844,355.95001220703125,362.20001220703125,361.18333943684894,360.6750030517578,361.69167582194007
Oberoi Realty Ltd.,CONSTRUCTION,OBEROIRLTY,11.4000244140625,610.4200378417969,597.8800109863281,613.4000244140625,602,604.1500244140625,606.5166829427084,607.7000122070312,605.3333536783855
Oil & Natural Gas Corporation Ltd.,OIL & GAS,ONGC,4.4499969482421875,123.5474967956543,118.65250015258789,124.8499984741211,120.4000015258789,121.0999984741211,122.11666615804036,122.625,121.60833231608072
Oil India Ltd.,OIL & GAS,OIL,4.5,158.62499389648437,153.67499389648438,160.5,156,156.14999389648438,157.54999796549478,158.25,156.84999593098956
Oracle Financial Services Software Ltd.,IT,OFSS,58,3668.9,3605.1,3643,3585,3637,3621.6666666666665,3614,3629.333333333333
Orient Electric Ltd.,CONSUMER GOODS,ORIENTELEC,8.70001220703125,317.7850067138672,308.2149932861328,313.95001220703125,305.25,313,310.73333740234375,309.6000061035156,311.8666687011719
Orient Refractories Ltd.,INDUSTRIAL MANUFACTURING,ORIENTREF,13,334.9499877929687,320.6499877929688,338.54998779296875,325.54998779296875,327.79998779296875,330.63332112630206,332.04998779296875,329.2166544596354
PI Industries Ltd.,FERTILISERS & PESTICIDES,PIIND,92.099853515625,2946.854870605469,2845.545031738281,2914.949951171875,2822.85009765625,2896.199951171875,2878,2868.9000244140625,2887.0999755859375
PNB Housing Finance Ltd.,FINANCIAL SERVICES,PNBHOUSING,27.60003662109375,712.830044555664,682.470004272461,697.6500244140625,670.0499877929688,697.6500244140625,688.4500122070312,683.8500061035156,693.0500183105469
PNC Infratech Ltd.,CONSTRUCTION,PNCINFRA,15.70001220703125,256.5350006103516,239.26498718261718,261.70001220703125,246,247.89999389648438,251.86666870117188,253.85000610351562,249.88333129882812
PVR Ltd.,MEDIA ENTERTAINMENT & PUBLICATION,PVR,42.550048828125,1410.4525756835938,1363.6475219726562,1421.5,1378.949951171875,1387.050048828125,1395.8333333333333,1400.2249755859375,1391.441691080729
Page Industries Ltd.,TEXTILES,PAGEIND,423,29688.09921875,29222.79921875,29738,29315,29455.44921875,29502.81640625,29526.5,29479.1328125
Persistent Systems Ltd.,IT,PERSISTENT,71,2660.100048828125,2582.000048828125,2656,2585,2621.050048828125,2620.683349609375,2620.5,2620.86669921875
Petronet LNG Ltd.,OIL & GAS,PETRONET,2.850006103515625,229.5175003051758,226.3824935913086,228.85000610351562,226,227.9499969482422,227.6000010172526,227.4250030517578,227.77499898274738
Pfizer Ltd.,PHARMA,PFIZER,100.25,5600.48759765625,5490.21259765625,5608.75,5508.5,5545.35009765625,5554.200032552083,5558.625,5549.775065104166
Phillips Carbon Black Ltd.,CHEMICALS,PHILIPCARB,4.75,228.5124938964844,223.28749389648436,229,224.25,225.89999389648438,226.38333129882812,226.625,226.14166259765625
Phoenix Mills Ltd.,CONSTRUCTION,PHOENIXLTD,18.35003662109375,830.0925201416015,809.9074798583985,821.4000244140625,803.0499877929688,820,814.8166707356771,812.2250061035156,817.4083353678386
Pidilite Industries Ltd.,CHEMICALS,PIDILITIND,38.75,2155.96240234375,2113.33740234375,2164.25,2125.5,2134.64990234375,2141.4666341145835,2144.875,2138.058268229167
Piramal Enterprises Ltd.,FINANCIAL SERVICES,PEL,47.949951171875,2441.3724731445313,2388.6275268554687,2442,2394.050048828125,2415,2417.0166829427085,2418.0250244140625,2416.0083414713545
Poly Medicure Ltd.,HEALTHCARE SERVICES,POLYMED,40.5,1011.3249877929687,966.7749877929688,994.75,954.25,989.0499877929688,979.3499959309896,974.5,984.1999918619792
Polycab India Ltd.,INDUSTRIAL MANUFACTURING,POLYCAB,46,1982.850048828125,1932.250048828125,1996,1950,1957.550048828125,1967.8500162760417,1973,1962.7000325520835
Polyplex Corporation Ltd.,INDUSTRIAL MANUFACTURING,POLYPLEX,18.25,1336.0375,1315.9625,1341.25,1323,1326,1330.0833333333333,1332.125,1328.0416666666665
Power Finance Corporation Ltd.,FINANCIAL SERVICES,PFC,2,125.29999694824218,123.0999969482422,124.25,122.25,124.19999694824219,123.56666564941406,123.25,123.88333129882812
Power Grid Corporation of India Ltd.,POWER,POWERGRID,3.25,232.7875,229.2125,232.6999969482422,229.4499969482422,231,231.04999796549478,231.0749969482422,231.02499898274738
Prestige Estates Projects Ltd.,CONSTRUCTION,PRESTIGE,7.399993896484375,290.42000274658204,282.2800094604492,293.3999938964844,286,286.3500061035156,288.5833333333333,289.6999969482422,287.46666971842444
Prince Pipes and Fittings Ltd.,INDUSTRIAL MANUFACTURING,PRINCEPIPE,13.6500244140625,702.4575256347656,687.4424987792969,707.2000122070312,693.5499877929688,694.9500122070312,698.5666707356771,700.375,696.7583414713542
Prism Johnson Ltd.,CEMENT & CEMENT PRODUCTS,PRSMJOHNSN,4.9499969482421875,133.77250137329102,128.3275047302246,133.5,128.5500030517578,131.0500030517578,131.03333536783853,131.0250015258789,131.04166920979816
Procter & Gamble Health Ltd.,PHARMA,PGHL,110,5920.4501953125,5799.4501953125,5875,5765,5859.9501953125,5833.316731770833,5820,5846.633463541666
Procter & Gamble Hygiene & Health Care Ltd.,CONSUMER GOODS,PGHH,395.849609375,14029.96728515625,13594.53271484375,14096.849609375,13701,13812.25,13870.033203125,13898.9248046875,13841.1416015625
Punjab National Bank,FINANCIAL SERVICES,PNB,0.9000015258789062,42.69500160217285,41.704999923706055,42.650001525878906,41.75,42.20000076293945,42.20000076293945,42.20000076293945,42.20000076293945
Quess Corp Ltd.,SERVICES,QUESS,22.1500244140625,838.3825256347657,814.0174987792968,843,820.8499755859375,826.2000122070312,830.0166625976562,831.9249877929688,828.1083374023438
RBL Bank Ltd.,FINANCIAL SERVICES,RBLBANK,5.649993896484375,215.0074905395508,208.79249725341796,213.75,208.10000610351562,211.89999389648438,211.25,210.9250030517578,211.5749969482422
REC Ltd.,FINANCIAL SERVICES,RECLTD,2.5500030517578125,144.85249862670898,142.0474952697754,144.5500030517578,142,143.4499969482422,143.33333333333334,143.2750015258789,143.39166514078778
RITES Ltd.,SERVICES,RITES,6.20001220703125,273.1600067138672,266.3399932861328,272.3500061035156,266.1499938964844,269.75,269.4166666666667,269.25,269.58333333333337
Radico Khaitan Ltd,CONSUMER GOODS,RADICO,26.800048828125,783.7400268554687,754.2599731445313,791.9000244140625,765.0999755859375,769,775.3333333333334,778.5,772.1666666666667
Rail Vikas Nigam Ltd.,CONSTRUCTION,RVNL,0.7999992370605469,33.09000110626221,32.210001945495605,33.25,32.45000076293945,32.650001525878906,32.78333409627279,32.85000038146973,32.71666781107585
Rain Industries Ltd,CHEMICALS,RAIN,5.850006103515625,193.01750640869142,186.5824996948242,193.5,187.64999389648438,189.8000030517578,190.31666564941406,190.5749969482422,190.05833435058594
Rajesh Exports Ltd.,CONSUMER GOODS,RAJESHEXPO,22.5999755859375,587.4299865722656,562.5700134277344,582.25,559.6500244140625,575,572.3000081380209,570.9500122070312,573.6500040690105
Rallis India Ltd.,FERTILISERS & PESTICIDES,RALLIS,17.199981689453125,333.35998382568357,314.4400039672852,339.3999938964844,322.20001220703125,323.8999938964844,328.5,330.8000030517578,326.1999969482422
Rashtriya Chemicals & Fertilizers Ltd.,FERTILISERS & PESTICIDES,RCF,1.1999969482421875,81.7599967956543,80.44000015258788,82.0999984741211,80.9000015258789,81.0999984741211,81.36666615804036,81.5,81.23333231608072
Ratnamani Metals & Tubes Ltd.,METALS,RATNAMANI,36,2061.3,2021.7,2056,2020,2041.5,2039.1666666666667,2038,2040.3333333333335
Raymond Ltd.,TEXTILES,RAYMOND,10.54998779296875,422.9524871826172,411.3475006103516,422.3999938964844,411.8500061035156,417.1499938964844,417.1333312988281,417.125,417.14166259765625
Redington (India) Ltd.,SERVICES,REDINGTON,11.100006103515625,274.6050033569336,262.3949966430664,272.8999938964844,261.79998779296875,268.5,267.7333272298177,267.34999084472656,268.1166636149088
Relaxo Footwears Ltd.,CONSUMER GOODS,RELAXO,32.199951171875,1200.9099243164062,1165.4899780273438,1207.25,1175.050048828125,1183.199951171875,1188.5,1191.1500244140625,1185.8499755859375
Reliance Industries Ltd.,OIL & GAS,RELIANCE,70.14990234375,2143.0824462890623,2065.9175537109377,2151.25,2081.10009765625,2104.5,2112.2833658854165,2116.175048828125,2108.391682942708
Responsive Industries Ltd.,CONSUMER GOODS,RESPONIND,3.1999969482421875,145.81000137329102,142.2900047302246,145.9499969482422,142.75,144.0500030517578,144.25,144.3499984741211,144.1500015258789
Rossari Biotech Ltd.,CHEMICALS,ROSSARI,24.9500732421875,1225.7725891113282,1198.3275085449218,1232.300048828125,1207.3499755859375,1212.050048828125,1217.2333577473958,1219.8250122070312,1214.6417032877603
Route Mobile Ltd.,IT,ROUTE,33.75,1730.5625,1693.4375,1741.800048828125,1708.050048828125,1712,1720.61669921875,1724.925048828125,1716.308349609375
SBI Cards and Payment Services Ltd.,FINANCIAL SERVICES,SBICARD,21.79998779296875,983.9899932861329,960.0100067138671,979.9500122070312,958.1500244140625,972,970.0333455403646,969.0500183105469,971.0166727701824
SBI Life Insurance Company Ltd.,FINANCIAL SERVICES,SBILIFE,25.04998779296875,1020.9275177001953,993.3725311279297,1017.5499877929688,992.5,1007.1500244140625,1005.7333374023438,1005.0249938964844,1006.4416809082031
SIS Ltd.,SERVICES,SIS,7.79998779296875,429.4399871826172,420.86000061035156,430.5,422.70001220703125,425.1499938964844,426.1166687011719,426.6000061035156,425.6333312988281
SJVN Ltd.,POWER,SJVN,0.6000003814697266,29.129999446868897,28.469999027252197,28.850000381469727,28.25,28.799999237060547,28.633333206176758,28.550000190734863,28.716666221618652
SKF India Ltd.,INDUSTRIAL MANUFACTURING,SKFINDIA,76.150146484375,2646.6826293945314,2562.9174682617186,2646.10009765625,2569.949951171875,2604.800048828125,2606.9500325520835,2608.0250244140625,2605.8750406901045
SRF Ltd.,CHEMICALS,SRF,187.5,7149.6748046875,6943.4248046875,7111.2001953125,6923.7001953125,7046.5498046875,7027.150065104167,7017.4501953125,7036.849934895834
Sanofi India Ltd.,PHARMA,SANOFI,45.39990234375,7724.920141601562,7674.980249023438,7723.5498046875,7678.14990234375,7699.9501953125,7700.549967447917,7700.849853515625,7700.250081380209
Schaeffler India Ltd.,INDUSTRIAL MANUFACTURING,SCHAEFFLER,202.7998046875,5716.089697265625,5493.009912109375,5622.7998046875,5420,5604.5498046875,5549.116536458333,5521.39990234375,5576.833170572916
Schneider Electric Infrastructure Ltd.,INDUSTRIAL MANUFACTURING,SCHNEIDER,3.4000015258789062,120.67000389099121,116.93000221252441,121.9000015258789,118.5,118.80000305175781,119.73333485921223,120.20000076293945,119.26666895548502
Sequent Scientific Ltd.,PHARMA,SEQUENT,5.850006103515625,270.7175033569336,264.2824966430664,269.8999938964844,264.04998779296875,267.5,267.1499938964844,266.97499084472656,267.3249969482422
Sharda Cropchem Ltd.,FERTILISERS & PESTICIDES,SHARDACROP,5.699981689453125,349.3849899291992,343.1150100708008,349.79998779296875,344.1000061035156,346.25,346.71666463216144,346.9499969482422,346.4833323160807
Sheela Foam Ltd.,CONSUMER GOODS,SFL,106.85009765625,2303.4174560546876,2185.8823486328124,2324.800048828125,2217.949951171875,2244.64990234375,2262.4666341145835,2271.375,2253.558268229167
Shilpa Medicare Ltd.,PHARMA,SHILPAMED,34.0999755859375,586.8049743652343,549.2950012207032,580.0499877929688,545.9500122070312,568.0499877929688,564.6833292643229,563,566.3666585286458
Shipping Corporation of India Ltd.,SERVICES,SCI,1.5500030517578125,111.7525032043457,110.04749984741211,112.1500015258789,110.5999984741211,110.9000015258789,111.21666717529297,111.375,111.05833435058594
Shoppers Stop Ltd.,CONSUMER SERVICES,SHOPERSTOP,45.899993896484375,286.84500274658205,236.35500946044922,270,224.10000610351562,261.6000061035156,251.9000040690104,247.0500030517578,256.750005086263
Shree Cement Ltd.,CEMENT & CEMENT PRODUCTS,SHREECEM,294.69921875,28891.1841796875,28567.0150390625,28899.69921875,28605,28729.099609375,28744.599609375,28752.349609375,28736.849609375
Shriram City Union Finance Ltd.,FINANCIAL SERVICES,SHRIRAMCIT,46,1729.9500244140625,1679.3500244140625,1718.5,1672.5,1704.6500244140625,1698.5500081380208,1695.5,1701.6000162760415
Shriram Transport Finance Co. Ltd.,FINANCIAL SERVICES,SRTRANSFIN,22.3499755859375,1380.3924621582032,1355.8074890136718,1378,1355.6500244140625,1368.0999755859375,1367.25,1366.8250122070312,1367.6749877929688
Siemens Ltd.,INDUSTRIAL MANUFACTURING,SIEMENS,37,2028.4499755859374,1987.7499755859376,2040,2003,2008.0999755859375,2017.0333251953125,2021.5,2012.566650390625
Sobha Ltd.,CONSTRUCTION,SOBHA,17.899993896484375,468.8449966430664,449.1550033569336,476.8999938964844,459,459,464.96666463216144,467.9499969482422,461.9833323160807
Solar Industries India Ltd.,CHEMICALS,SOLARINDS,33.0999755859375,1599.8049621582031,1563.3949890136719,1608.0999755859375,1575,1581.5999755859375,1588.2333170572917,1591.5499877929688,1584.9166463216147
Solara Active Pharma Sciences Ltd.,PHARMA,SOLARA,44.550048828125,1692.1025024414062,1643.0974487304688,1700.550048828125,1656,1667.5999755859375,1674.7166748046875,1678.2750244140625,1671.1583251953125
Sonata Software Ltd.,IT,SONATSOFTW,15.9000244140625,721.3950378417969,703.9050109863281,724,708.0999755859375,712.6500244140625,714.9166666666666,716.0499877929688,713.7833455403645
Spandana Sphoorty Financial Ltd.,FINANCIAL SERVICES,SPANDANA,10.25,672.6375,661.3625,672.4000244140625,662.1500244140625,667,667.183349609375,667.2750244140625,667.0916748046875
Spicejet Ltd.,SERVICES,SPICEJET,2.0500030517578125,79.17750473022461,76.92250137329101,79.1500015258789,77.0999984741211,78.05000305175781,78.10000101725261,78.125,78.07500203450522
Star Cement Ltd.,CEMENT & CEMENT PRODUCTS,STARCEMENT,1.7999954223632812,105.79000053405761,103.81000556945801,105.0999984741211,103.30000305175781,104.80000305175781,104.4000015258789,104.20000076293945,104.60000228881836
State Bank of India,FINANCIAL SERVICES,SBIN,11.800018310546875,435.2400100708008,422.2599899291992,430.95001220703125,419.1499938964844,428.75,426.28333536783856,425.0500030517578,427.5166676839193
Steel Authority of India Ltd.,METALS,SAIL,4.650001525878906,133.8575038909912,128.7425022125244,132,127.3499984741211,131.3000030517578,130.21666717529297,129.67499923706055,130.7583351135254
Sterling And Wilson Solar Ltd.,CONSTRUCTION,SWSOLAR,16.100006103515625,262.9050064086914,245.19499969482422,261.8500061035156,245.75,254.0500030517578,253.88333638509116,253.8000030517578,253.9666697184245
Sterlite Technologies Ltd.,TELECOM,STLTECH,6.75,268.61249389648435,261.1874938964844,267.75,261,264.8999938964844,264.5499979654948,264.375,264.7249959309896
Strides Pharma Science Ltd.,PHARMA,STAR,12.04998779296875,766.6274932861328,753.3725067138672,769.8499755859375,757.7999877929688,760,762.5499877929688,763.8249816894531,761.2749938964844
Sudarshan Chemical Industries Ltd.,CHEMICALS,SUDARSCHEM,8.29998779296875,678.265005493164,669.1350189208985,678.3499755859375,670.0499877929688,673.7000122070312,674.0333251953125,674.1999816894531,673.8666687011719
Sumitomo Chemical India Ltd.,FERTILISERS & PESTICIDES,SUMICHEM,17.04998779296875,389.3774932861328,370.6225067138672,394.5,377.45001220703125,380,383.98333740234375,385.9750061035156,381.9916687011719
Sun Pharma Advanced Research Company Ltd.,PHARMA,SPARC,7,232.29999694824218,224.5999969482422,233.3000030517578,226.3000030517578,228.4499969482422,229.3500010172526,229.8000030517578,228.89999898274738
Sun Pharmaceutical Industries Ltd.,PHARMA,SUNPHARMA,11.60003662109375,678.6300201416016,665.8699798583984,677.4000244140625,665.7999877929688,672.25,671.8166707356771,671.6000061035156,672.0333353678386
Sun TV Network Ltd.,MEDIA ENTERTAINMENT & PUBLICATION,SUNTV,12.75,546.4125244140625,532.3875244140625,551.4000244140625,538.6500244140625,539.4000244140625,543.1500244140625,545.0250244140625,541.2750244140625
Sundaram Clayton Ltd.,AUTOMOBILE,SUNCLAYLTD,120,3518.64990234375,3386.64990234375,3490,3370,3452.64990234375,3437.5499674479165,3430,3445.099934895833
Sundaram Finance Ltd.,FINANCIAL SERVICES,SUNDARMFIN,15.14990234375,2678.4823486328123,2661.8174560546877,2675.14990234375,2660,2670.14990234375,2668.4332682291665,2667.574951171875,2669.291585286458
Sundram Fasteners Ltd.,AUTOMOBILE,SUNDRMFAST,17.39996337890625,799.919955444336,780.779995727539,800.5999755859375,783.2000122070312,790.3499755859375,791.3833211263021,791.8999938964844,790.8666483561199
Sunteck Realty Ltd.,CONSTRUCTION,SUNTECK,8.29998779296875,305.4149993896484,296.28501281738284,304.5,296.20001220703125,300.8500061035156,300.5166727701823,300.3500061035156,300.683339436849
Suprajit Engineering Ltd.,AUTOMOBILE,SUPRAJIT,5.95001220703125,284.42250061035156,277.8774871826172,284.70001220703125,278.75,281.1499938964844,281.53333536783856,281.7250061035156,281.3416646321615
Supreme Industries Ltd.,INDUSTRIAL MANUFACTURING,SUPREMEIND,35.10009765625,2123.8050537109375,2085.1949462890625,2127.10009765625,2092,2104.5,2107.86669921875,2109.550048828125,2106.183349609375
Supreme Petrochem Ltd.,CHEMICALS,SUPPETRO,29,739.4999877929688,707.5999877929687,734,705,723.5499877929688,720.8499959309896,719.5,722.1999918619792
Suven Pharmaceuticals Ltd.,PHARMA,SUVENPHAR,7.399993896484375,474.0699966430664,465.9300033569336,474.3999938964844,467,470,470.46666463216144,470.6999969482422,470.2333323160807
Suzlon Energy Ltd.,INDUSTRIAL MANUFACTURING,SUZLON,0.7000002861022949,8.135000157356263,7.364999842643738,7.800000190734863,7.099999904632568,7.75,7.550000031789144,7.450000047683716,7.650000015894571
Swan Energy Ltd.,TEXTILES,SWANENERGY,5,147.60000610351562,142.10000610351562,146.3000030517578,141.3000030517578,144.85000610351562,144.1500040690104,143.8000030517578,144.500005086263
Symphony Ltd.,CONSUMER GOODS,SYMPHONY,18.4000244140625,1038.6700622558594,1018.4300354003906,1043.8499755859375,1025.449951171875,1028.550048828125,1032.6166585286458,1034.6499633789062,1030.5833536783853
Syngene International Ltd.,HEALTHCARE SERVICES,SYNGENE,8.04998779296875,585.8775054931641,577.0225189208984,586.2999877929688,578.25,581.4500122070312,582,582.2749938964844,581.7250061035156
TCI Express Ltd.,SERVICES,TCIEXP,37.5,1451.625,1410.375,1460.050048828125,1422.550048828125,1431,1437.86669921875,1441.300048828125,1434.433349609375
TCNS Clothing Co. Ltd.,TEXTILES,TCNSBRANDS,33.20001220703125,581.5599945068359,545.0399810791016,588.2000122070312,555,563.2999877929688,568.8333333333334,571.6000061035156,566.0666605631511
